Section ID,Section,HS2 ID,HS2,Trade Value,Share
1,Animal Products,101,Live animals,59375013,0.11006758281669352
1,Animal Products,102,Meat & edible offal,674584656,1.2505243997361435
1,Animal Products,103,"Fish, Crustaceans & Molluscs",45824824,0.08494865694901667
1,Animal Products,104,"Edible products of animal origin, n.e.s.",427931599,0.7932865077909554
1,Animal Products,105,"Animal originated products, n.e.s.",21669163,0.04016963150931741
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",6286042,0.011652872369463123
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",197973183,0.36699663064220167
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",261006612,0.48384607312868455
2,Vegetable Products,209,"Coffee, tea, mate & spices",14988182,0.027784633302845346
2,Vegetable Products,210,Cereals,10731274916,19.893309169389752
2,Vegetable Products,211,Products of the milling industry,166668128,0.30896427730539233
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",2009963324,3.726008525217276
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",1136511,0.0021068293259082433
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",50310537,0.093264134490376
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",5802670090,10.756812309060471
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",30602146,0.05672932213460815
4,Foodstuffs,417,Sugars & confectioneries,257041297,0.47649529348074104
4,Foodstuffs,418,Cocoa & cocoa preparations,201803093,0.3740964006431865
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",318082121,0.5896509057720464
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",177515605,0.32907299834347753
4,Foodstuffs,421,Miscellaneous edible preparations,167872014,0.31119600434529815
4,Foodstuffs,422,"Beverages, spirits, & vinegar",257513093,0.477369894473293
4,Foodstuffs,423,Food residues & wastes; animal fodder,1649598434,3.0579751157036874
4,Foodstuffs,424,Tobacco & substitutes,604454164,1.1205186389595443
5,Mineral Products,525,"Salt, sulphur, cement, lime, stone, & plaster",436215159,0.8086423179247074
5,Mineral Products,526,"Ores, slag and ash",4540107772,8.416312905755893
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation",826766709,1.5326348343358283
6,Chemical Products,628,Inorganic chemicals,928252827,1.7207666954220688
6,Chemical Products,629,Organic chemicals,198344394,0.3676847702386506
6,Chemical Products,630,Pharmaceutical products,278492660,0.5162611740125644
6,Chemical Products,631,Fertilizers,393905170,0.7302093545798254
6,Chemical Products,632,"Paints, dyes, & varnishes",122192240,0.2265162366491994
6,Chemical Products,633,Perfumery & cosmetics,74753567,0.13857587579165243
6,Chemical Products,634,"Soap, cleaners, candles, dental, modelling pastes",42469867,0.07872934029061113
6,Chemical Products,635,"Glues, starches, & albuminoid products",61030457,0.11313639426383205
6,Chemical Products,636,"Explosives, matches, & fireworks",4274044,0.007923092024117824
6,Chemical Products,637,Photo & movie goods,1085653,0.00201255032125537
6,Chemical Products,638,Chemical products n.e.s.,132483143,0.24559319783169312
7,Plastics and Rubbers,739,Plastics & articles thereof,604985649,1.1215038895944087
7,Plastics and Rubbers,740,Rubber & articles thereof,94061567,0.1743684555595881
8,Animal Hides,841,Raw hides & skin (non-fur),66427519,0.12314130270320922
8,Animal Hides,842,Leather articles,39453510,0.07313770995442553
8,Animal Hides,843,"Furskins, articifial fur, & articles",21471095,0.03980245910982107
9,Wood Products,944,"Wood, wood articles, & charcoal",1440535177,2.670420045125847
9,Wood Products,945,Cork & cork articles,1424813,0.002641274754344922
9,Wood Products,946,Straw & esparto manufactures,1609347,0.0029833582386465714
10,Paper Goods,1047,Wood pulp & paper scrap,4442692,0.008235726527572495
10,Paper Goods,1048,Paper articles,462748224,0.8578285021747758
10,Paper Goods,1049,"Books, newspapers, & other prints",51153126,0.09482610020376346
11,Textiles,1150,Silk,18393,0.000034096380757802004
11,Textiles,1151,Wool & animal hair,3568962,0.006616032580988777
11,Textiles,1152,Cotton,2371171,0.004395604265636826
11,Textiles,1153,"Vegetable textile fibers, paper yarn & fabrics",691727,0.0012823023526587348
11,Textiles,1154,Man-made filaments,10274716,0.019046954217054334
11,Textiles,1155,Man-made staple fibres,15468976,0.028675914512548306
11,Textiles,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",93774173,0.1738356933537757
11,Textiles,1157,Carpets & textile floor covers,22131020,0.04102580788770355
11,Textiles,1158,Special woven fabrics and tapestries,4196197,0.007778781636858941
11,Textiles,1159,"Coated, covered, & laminated fabrics for industrial use",10527825,0.01951615993864551
11,Textiles,1160,Knitted fabrics,6713522,0.012445321716842301
11,Textiles,1161,Knitted clothing accesories,139644247,0.25886823336859405
11,Textiles,1162,Non-knitted clothing accesories,396246464,0.7345495737768002
11,Textiles,1163,Used clothes & textile articles,203314346,0.3768979152253302
12,Footwear and Headwear,1264,Footwear,183283866,0.33976602413407064
12,Footwear and Headwear,1265,Headgear,7341436,0.013609329482141844
12,Footwear and Headwear,1266,"Umbrellas, walking sticks, & whips",5809752,0.010769940537182717
12,Footwear and Headwear,1267,"Feather articles, feathers, artificial flowers, & articles of human hair",2979912,0.005524069710038781
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica.",113407943,0.21023217558240126
13,Stone And Glass,1369,Ceramic products,119909041,0.22228371218609755
13,Stone And Glass,1370,Glass & glassware,218303046,0.40468350878073
14,Precious Metals,1471,"Precious stones, metals, & pearls",141723657,0.26272298001740507
15,Metals,1572,Iron & steel,8873845129,16.45006264905946
15,Metals,1573,Iron/Steel Articles,963488093,1.7860847536854536
15,Metals,1574,Copper articles,120093578,0.22262580123170742
15,Metals,1575,Nickel articles,3739238,0.006931685021042899
15,Metals,1576,Aluminum articles,109208085,0.20244660729573238
15,Metals,1578,Lead articles,32613021,0.06045702069690604
15,Metals,1579,Zinc articles,417122,0.0007732480038305816
15,Metals,1580,Tin articles,252878,0.00046877750085747054
15,Metals,1581,Cermet articles,69141120,0.12817169322790622
15,Metals,1582,Tools & cutlery,33947887,0.06293155445413129
15,Metals,1583,Miscellaneous metal products,144615338,0.2680834897986317
16,Machines,1684,"Machinery, mechanical appliances, & parts",2209104506,4.095170356676568
16,Machines,1685,Electrical machinery and electronics,2791669327,5.175111201178105
17,Transportation,1786,Railway and trams,443152060,0.8215017327985821
17,Transportation,1787,"Cars, tractors, trucks & parts thereof.",130917460,0.24269078258056404
17,Transportation,1788,Aircraft and Spacecraft,95059277,0.17621797983762144
17,Transportation,1789,"Ships, boats, & floating structures",157368801,0.2917254693793711
18,Instruments,1890,"Optical, photo, & film equipment; medical instruments",166015087,0.3077536898761282
18,Instruments,1891,"Clocks, watches, & parts",2058997,0.003816905653845053
18,Instruments,1892,Musical instruments,2674165,0.004957285274244963
19,Weapons,1993,Weapons,9902065,0.01835614519265507
20,Miscellaneous,2094,"Furniture, bedding, lamps, & prefab buildings",760525711,1.4098392985567385
20,Miscellaneous,2095,"Toys, games, & sports",145761951,0.2702090459031196
20,Miscellaneous,2096,Misc. manufactures,7440144,0.013792311353062362
21,Arts and Antiques,2197,Art & antiques,4599285,0.008526013840789834
