Section ID,Section,HS2 ID,HS2,Trade Value,Share
1,Animal Products,101,Live animals,11101766,0.04211446689284376
1,Animal Products,102,Meat & edible offal,241993873,0.9180019604745351
1,Animal Products,103,"Fish, Crustaceans & Molluscs",11642476,0.04416564626319164
1,Animal Products,104,"Edible products of animal origin, n.e.s.",252969555,0.9596381286495246
1,Animal Products,105,"Animal originated products, n.e.s.",14250160,0.054057876155714904
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",140028,0.0005311951783230817
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",21165375,0.08029069291427354
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",61264176,0.23240519678304813
2,Vegetable Products,209,"Coffee, tea, mate & spices",2013212,0.007637104774346331
2,Vegetable Products,210,Cereals,501221641,1.9013805736737128
2,Vegetable Products,211,Products of the milling industry,18830291,0.0714325690977556
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",272857435,1.035082653766416
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",527206,0.0019999520466120963
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",1221215,0.004632670035248823
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",718775113,2.726668054419318
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",20205619,0.0766498656542495
4,Foodstuffs,417,Sugars & confectioneries,180049597,0.6830168093910789
4,Foodstuffs,418,Cocoa & cocoa preparations,156355966,0.5931351961125468
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",50010300,0.18971370173458746
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",80517912,0.3054441013443183
4,Foodstuffs,421,Miscellaneous edible preparations,66863568,0.25364644876080145
4,Foodstuffs,422,"Beverages, spirits, & vinegar",160193817,0.6076940553858523
4,Foodstuffs,423,Food residues & wastes; animal fodder,116020248,0.4401219493633285
4,Foodstuffs,424,Tobacco & substitutes,58021578,0.22010442534562083
5,Mineral Products,525,"Salt, sulphur, cement, lime, stone, & plaster",284536994,1.0793889741147744
5,Mineral Products,526,"Ores, slag and ash",637384007,2.4179114981192718
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation",3195618669,12.122555694089925
6,Chemical Products,628,Inorganic chemicals,649075513,2.462263139323426
6,Chemical Products,629,Organic chemicals,455599596,1.7283136846998028
6,Chemical Products,630,Pharmaceutical products,55708205,0.21132866204640355
6,Chemical Products,631,Fertilizers,677061799,2.5684289074724447
6,Chemical Products,632,"Paints, dyes, & varnishes",107323447,0.40713069934165175
