Section ID,Section,HS2 ID,HS2,Trade Value,Share,Year
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",61264176.0,0.2324051967830481,2003
2,Vegetable Products,209,"Coffee, tea, mate & spices",2013212.0,0.0076371047743463,2003
2,Vegetable Products,210,Cereals,501221641.0,1.9013805736737128,2003
2,Vegetable Products,211,Products of the milling industry,18830291.0,0.0714325690977556,2003
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",272857435.0,1.035082653766416,2003
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",527206.0,0.001999952046612,2003
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",1221215.0,0.0046326700352488,2003
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",718775113.0,2.726668054419318,2003
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",20205619.0,0.0766498656542495,2003
4,Foodstuffs,417,Sugars & confectioneries,180049597.0,0.6830168093910789,2003
4,Foodstuffs,418,Cocoa & cocoa preparations,156355966.0,0.5931351961125468,2003
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",50010300.0,0.1897137017345874,2003
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",80517912.0,0.3054441013443183,2003
4,Foodstuffs,421,Miscellaneous edible preparations,66863568.0,0.2536464487608014,2003
4,Foodstuffs,422,"Beverages, spirits, & vinegar",160193817.0,0.6076940553858523,2003
4,Foodstuffs,423,Food residues & wastes; animal fodder,116020248.0,0.4401219493633285,2003
4,Foodstuffs,424,Tobacco & substitutes,58021578.0,0.2201044253456208,2003
1,Animal Products,101,Live animals,4509505.0,0.0124653630510773,2004
1,Animal Products,102,Meat & edible offal,177775335.0,0.4914140448456967,2004
1,Animal Products,103,"Fish, Crustaceans & Molluscs",7593435.0,0.0209900918348593,2004
1,Animal Products,104,"Edible products of animal origin, n.e.s.",451742877.0,1.248726626878819,2004
1,Animal Products,105,"Animal originated products, n.e.s.",14160613.0,0.0391433609832576,2004
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",481971.0,0.0013322844735931,2004
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",45352999.0,0.1253666639664767,2004
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",67690305.0,0.1871123830360881,2004
2,Vegetable Products,209,"Coffee, tea, mate & spices",2103660.0,0.0058150252934699,2004
2,Vegetable Products,210,Cereals,844046338.0,2.333148324506198,2004
2,Vegetable Products,211,Products of the milling industry,27400322.0,0.0757411204658651,2004
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",273081244.0,0.7548626398905937,2004
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",508466.0,0.0014055230649769,2004
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",1516930.0,0.0041931615938048,2004
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",575197696.0,1.5899856207684009,2004
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",26077100.0,0.0720834146584267,2004
4,Foodstuffs,417,Sugars & confectioneries,115697251.0,0.3198151987250527,2004
4,Foodstuffs,418,Cocoa & cocoa preparations,203046577.0,0.5612698729868416,2004
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",80544481.0,0.22264443601362,2004
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",94113872.0,0.2601535163222173,2004
4,Foodstuffs,421,Miscellaneous edible preparations,96166688.0,0.2658279964962188,2004
4,Foodstuffs,422,"Beverages, spirits, & vinegar",268051580.0,0.7409594314930126,2004
4,Foodstuffs,423,Food residues & wastes; animal fodder,216156637.0,0.5975092512603786,2004
4,Foodstuffs,424,Tobacco & substitutes,74188266.0,0.2050743196470336,2004
1,Animal Products,101,Live animals,3272539.0,0.0083801252922888,2005
1,Animal Products,102,Meat & edible offal,154540241.0,0.3957375549322749,2005
1,Animal Products,103,"Fish, Crustaceans & Molluscs",9762692.0,0.0249997271690347,2005
1,Animal Products,104,"Edible products of animal origin, n.e.s.",565797376.0,1.448860625015701,2005
1,Animal Products,105,"Animal originated products, n.e.s.",18212479.0,0.0466374444745133,2005
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",605782.0,0.001551250897182,2005
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",48205702.0,0.1234423249234733,2005
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",120755942.0,0.3092247101557426,2005
2,Vegetable Products,209,"Coffee, tea, mate & spices",2503000.0,0.0064095351061053,2005
2,Vegetable Products,210,Cereals,1507509016.0,3.860340375877891,2005
2,Vegetable Products,211,Products of the milling industry,33954356.0,0.086948316734798,2005
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",191549152.0,0.4905077963598536,2005
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",558813.0,0.001430975445964,2005
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",2557297.0,0.0065485756684929,2005
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils, & waxes",576268555.0,1.4756746040020428,2005
4,Foodstuffs,416,"Preparations of fish, crustacenas, & molluscs",26817748.0,0.0686733109359516,2005
4,Foodstuffs,417,Sugars & confectioneries,109584209.0,0.2806167937116611,2005
4,Foodstuffs,418,Cocoa & cocoa preparations,236216933.0,0.6048904213823572,2005
4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk",96336676.0,0.2466932907820609,2005
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other plant parts",120422754.0,0.3083715019324374,2005
4,Foodstuffs,421,Miscellaneous edible preparations,45986057.0,0.1177583886267928,2005
4,Foodstuffs,422,"Beverages, spirits, & vinegar",419056916.0,1.0730962902749697,2005
4,Foodstuffs,423,Food residues & wastes; animal fodder,150205476.0,0.3846373438079374,2005
4,Foodstuffs,424,Tobacco & substitutes,93640381.0,0.2397887772147751,2005
1,Animal Products,101,Live animals,6153651.0,0.0145215552923586,2006
1,Animal Products,102,Meat & edible offal,33382765.0,0.0787775692445533,2006
1,Animal Products,103,"Fish, Crustaceans & Molluscs",7784827.0,0.0183708493903775,2006
1,Animal Products,104,"Edible products of animal origin, n.e.s.",353013942.0,0.83305203329316,2006
1,Animal Products,105,"Animal originated products, n.e.s.",14459285.0,0.0341214194005269,2006
2,Vegetable Products,206,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",779187.0,0.001838746965596,2006
2,Vegetable Products,207,"Edible vegetables, roots, & tubers",93747961.0,0.2212290230965944,2006
2,Vegetable Products,208,"Edible fruits, nuts & fruit peels",159749428.0,0.3769811046522895,2006
2,Vegetable Products,209,"Coffee, tea, mate & spices",4105852.0,0.0096891027522102,2006
2,Vegetable Products,210,Cereals,1553515071.0,3.666027696572159,2006
2,Vegetable Products,211,Products of the milling industry,41754591.0,0.0985336350593039,2006
2,Vegetable Products,212,"Oils seeds, oleaginous fruits, grains, straw & fodder",363447603.0,0.8576736741878461,2006
2,Vegetable Products,213,"Natural gums, resins & other vegetable extracts",1039581.0,0.0024532319061294,2006
2,Vegetable Products,214,"Vegetable plaiting materials & products, n.e.s.",3559030.0,0.0083986971201589,2006
